STATION_ID,PIMS_NUMBER,SAMPLE_NUMBER,SAMPLE_DESCRIPTION,ALUMINUM_UG_G_DRY,ANTIMONY_UG_G_DRY,ARSENIC_UG_G_DRY,BARIUM_UG_G_DRY,BERYLLIUM_UG_G_DRY,CADMIUM_UG_G_DRY,CALCIUM_UG_G_DRY,CHROMIUM_+6_REACTIVE_UG_G_DRY,CHROMIUM_UG_G_DRY,COBALT_UG_G_DRY,COPPER_UG_G_DRY,IRON_UG_G_DRY,LEAD_UG_G_DRY,MAGNESIUM_UG_G_DRY,MANGANESE_UG_G_DRY,MERCURY_UG_G_DRY,MOLYBDENUM_UG_G_DRY,NICKEL_UG_G_DRY,NITRITE_NITRATE_UG_G_DRY,NITROGEN_TOTAL_%,PHOSPHORUS_MG_G_DRY,POTASSIUM_UG_G_DRY,SELENIUM_UG_G_DRY,SILVER_UG_G_DRY,SODIUM_ADSORPTION_RATIO_SAR_MEQ_L,SODIUM_UG_G_DRY,STRONTIUM_UG_G_DRY,SULFUR__%,THALLIUM_UG_G_DRY,TITANIUM_UG_G_DRY,URANIUM_UG_G_DRY,VANADIUM_UG_G_DRY,ZINC_UG_G_DRY,CONDUCTIVITY_MS_CM,PH_IN_DISTILLED_WATER_SOLUTION,SAMPLE_DATE
1008015,8573,5945,SOIL 0-5 CM,17920,0.05,3.6,68.9,0.6,0.240000,53900.00,1.5,24.0,6.9,16.0,19250,19,21600,336,0.06,0.90,16.1,5.5,0.27,0.56,4910,0.20,0.23,0.085,132,45,0.052,0.5,2070,1.0,30,50,0.39,6.70,24/07/1991
1008016,8372,5946,SOIL 0-5 CM,18160,0.05,3.5,71.2,0.7,0.570000,14150.00,0.5,26.0,5.6,28.0,18160,37,8110,166,0.11,0.30,18.1,3.5,0.40,0.67,4170,0.70,0.26,0.107,86,23,0.054,0.5,2030,1.2,34,81,0.40,6.40,24/07/1991
1008016,8372,5947,SOIL 0-5 CM,17060,0.05,3.4,70.4,0.7,0.500000,15190.00,0.5,25.0,5.6,28.0,17620,37,8140,163,0.12,0.30,18.1,3.6,0.38,0.63,4030,0.70,0.20,0.158,89,23,0.057,0.5,1980,1.1,34,81,0.43,6.50,24/07/1991
1008016,8372,5948,SOIL 0-5 CM,16850,0.05,3.4,67.0,0.7,0.520000,20400.00,0.5,24.0,5.2,28.0,16760,36,8970,164,0.10,0.30,17.1,3.3,0.37,0.65,4030,0.60,0.21,0.154,97,27,0.066,0.5,1780,0.9,32,78,0.40,6.55,24/07/1991
1008017,8574,5949,SOIL 0-5 CM,16160,0.05,4.8,80.0,0.6,0.390000,5590.00,0.5,22.0,9.4,20.0,21500,29,3090,1006,0.09,0.70,17.0,5.6,0.26,0.61,2210,0.50,0.17,0.066,67,16,0.028,0.5,3030,0.7,29,81,0.41,6.60,24/07/1991
1008017,8574,5950,SOIL 0-5 CM,16980,0.05,4.7,75.8,0.6,0.360000,5730.00,0.5,24.0,9.8,19.0,22300,28,3150,945,0.09,0.70,17.6,6.6,0.24,0.55,2250,0.50,0.19,0.102,65,16,0.035,0.5,3060,0.8,30,82,0.14,6.15,24/07/1991
1008017,8574,5951,SOIL 0-5 CM,15730,0.05,4.6,73.1,0.5,0.360000,5270.00,0.5,25.0,9.5,22.0,21300,30,3040,871,0.09,1.00,18.6,6.2,0.26,0.59,2060,0.40,0.30,0.104,63,16,0.040,0.5,3170,0.8,29,81,0.13,6.00,24/07/1991
1008018,8575,5952,SOIL 0-5 CM,16890,0.12,2.2,64.0,0.6,0.250000,5640.00,0.5,23.0,5.7,16.0,16090,16,4240,188,0.06,0.20,14.2,5.0,0.28,0.62,3300,0.30,0.07,0.085,70,15,0.044,0.5,2120,1.3,29,46,0.21,6.30,24/07/1991
1008018,8575,5953,SOIL 0-5 CM,18900,0.10,2.4,74.5,0.7,0.260000,6070.00,0.5,28.0,6.3,20.0,17440,17,4700,226,0.06,0.20,15.7,4.7,0.28,0.61,3690,0.50,0.08,0.094,76,19,0.041,0.5,2180,1.3,31,50,0.21,6.30,24/07/1991
1008018,8575,5954,SOIL 0-5 CM,17840,0.30,2.3,72.5,0.6,0.260000,5950.00,0.5,27.0,6.0,19.0,16990,16,5120,220,0.06,0.12,15.8,5.4,0.26,0.62,3570,0.40,0.20,0.081,71,18,0.045,0.5,2180,1.4,30,49,0.21,6.30,24/07/1991
1008019,8373,5955,SOIL 0-5 CM,13890,0.30,7.4,53.0,0.4,0.270000,5330.00,0.5,21.0,5.9,11.0,17010,22,3430,645,0.08,0.40,10.3,7.6,0.24,0.39,1359,0.40,0.10,0.071,99,17,0.034,0.5,2470,0.3,36,59,0.16,6.20,03/07/1991
1008019,8373,5956,SOIL 0-5 CM,13540,0.05,3.9,54.2,0.4,0.290000,4280.00,0.5,20.0,6.0,11.0,15780,21,2980,659,0.09,0.10,10.2,6.7,0.24,0.40,1327,0.70,0.06,0.131,87,14,0.031,0.5,2910,0.7,34,63,0.14,6.00,03/07/1991
1008019,8373,5957,SOIL 0-5 CM,13450,0.05,4.4,60.0,0.4,0.270000,4430.00,0.5,20.0,6.5,13.0,15020,21,3200,739,0.10,0.10,11.1,7.9,0.24,0.39,1430,0.70,0.05,0.139,88,14,0.026,0.5,2850,0.7,35,60,0.14,5.95,03/07/1991
1008020,8576,5959,SOIL 0-5 CM,9400,0.18,2.8,50.5,0.4,0.330000,43700.00,0.5,15.0,4.4,16.0,16320,49,10950,588,0.11,0.07,8.0,4.8,0.25,0.90,1811,0.40,0.19,0.177,171,47,0.048,0.5,3020,0.7,23,68,0.48,6.50,25/07/1991
1008020,8576,5960,SOIL 0-5 CM,9710,0.10,2.9,53.4,0.4,0.350000,44600.00,0.5,16.0,4.6,17.0,17470,72,10840,614,0.10,0.05,8.1,5.9,0.24,0.89,2080,0.40,0.22,0.171,180,47,0.056,0.5,3200,0.6,24,69,0.39,6.80,25/07/1991
1008021,8374,5961,SOIL 0-5 CM,13590,0.05,3.4,74.3,0.5,0.510000,33300.00,0.5,24.0,6.3,12.0,22100,19,16890,1088,0.10,0.05,10.3,21.0,0.40,0.80,1943,0.60,0.03,0.020,123,75,0.035,0.5,2350,1.4,35,76,0.32,6.75,12/08/1991
1008021,8374,5962,SOIL 0-5 CM,12480,0.30,2.9,70.6,0.4,0.470000,33700.00,0.5,23.0,6.1,12.0,20900,18,17650,1002,0.09,0.05,10.0,18.6,0.40,0.79,1948,0.50,0.02,0.025,126,83,0.027,0.5,2280,1.3,33,72,0.32,6.80,12/08/1991
1008021,8374,5963,SOIL 0-5 CM,13050,0.20,4.0,74.0,0.5,0.500000,35100.00,0.5,24.0,6.1,12.0,22200,19,18060,1082,0.09,0.05,9.7,24.6,0.42,0.82,1927,0.60,0.02,0.032,119,100,0.043,0.5,2540,1.3,35,73,0.31,6.75,12/08/1991
1008022,8375,5964,SOIL 0-5 CM,10290,0.05,3.2,43.0,0.3,0.270000,6090.00,0.5,17.0,4.3,7.0,15880,19,3500,224,0.05,0.20,7.7,0.3,0.18,0.22,859,0.40,0.06,0.188,52,12,0.003,0.5,3580,0.6,32,39,0.23,6.90,12/08/1991
1008022,8375,5965,SOIL 0-5 CM,10140,0.30,3.8,42.7,0.2,0.280000,5100.00,0.5,18.0,4.2,6.0,15390,19,2840,220,0.05,0.06,8.2,18.5,0.19,0.22,848,0.40,0.08,0.135,51,13,0.017,0.5,2070,0.6,31,39,0.20,7.00,12/08/1991
1008022,8375,5966,SOIL 0-5 CM,10560,0.10,3.9,42.7,0.3,0.250000,4360.00,0.5,18.0,4.2,6.0,16020,18,2570,257,0.05,0.17,8.1,18.7,0.18,0.21,856,0.40,0.03,0.144,51,12,0.003,0.5,2210,0.5,31,40,0.22,7.15,12/08/1991
1008023,8577,5967,SOIL 0-5 CM,13160,0.20,3.2,51.8,0.5,0.320000,4400.00,0.5,20.0,6.0,10.0,17690,22,2520,727,0.07,0.11,10.5,3.7,0.21,0.56,1753,0.40,0.05,0.143,110,14,0.028,0.6,3270,0.7,31,53,0.16,6.30,13/08/1991
1008023,8577,5968,SOIL 0-5 CM,13740,0.20,3.6,53.3,0.5,0.330000,4510.00,0.5,21.0,6.5,10.0,18220,22,2810,766,0.08,0.30,11.7,4.5,0.21,0.59,1835,0.55,0.06,0.146,116,15,0.029,0.5,3430,0.9,33,53,0.12,6.30,13/08/1991
1008023,8577,5969,SOIL 0-5 CM,13200,0.05,3.2,54.0,0.5,0.330000,4890.00,0.5,20.0,6.7,10.0,17590,23,2750,799,0.08,0.18,12.0,4.1,0.21,0.62,1745,0.45,0.06,0.102,118,16,0.038,0.5,3170,0.7,33,58,0.14,6.40,13/08/1991
1008024,8578,5970,SOIL 0-5 CM,24900,0.12,6.0,114.0,0.8,0.380000,18770.00,0.5,34.0,10.4,22.0,27400,23,11880,1126,0.05,0.05,15.1,0.4,0.27,0.71,5840,0.40,0.05,0.104,133,26,0.020,0.5,2570,1.2,40,72,0.27,6.90,12/08/1991
