STATION_ID,PIMS_NUMBER,SAMPLE_NUMBER,SAMPLE_DESCRIPTION,ALUMINUM_UG_G_DRY,ANTIMONY_UG_G_DRY,ARSENIC_UG_G_DRY,BARIUM_UG_G_DRY,BERYLLIUM_UG_G_DRY,CADMIUM_UG_G_DRY,CALCIUM_UG_G_DRY,CHROMIUM_+6_REACTIVE_UG_G_DRY,CHROMIUM_UG_G_DRY,COBALT_UG_G_DRY,COPPER_UG_G_DRY,IRON_UG_G_DRY,LEAD_UG_G_DRY,MAGNESIUM_UG_G_DRY,MANGANESE_UG_G_DRY,MERCURY_UG_G_DRY,MOLYBDENUM_UG_G_DRY,NICKEL_UG_G_DRY,NITRITE_NITRATE_UG_G_DRY,NITROGEN_TOTAL_%,PHOSPHORUS_MG_G_DRY,POTASSIUM_UG_G_DRY,SELENIUM_UG_G_DRY,SILVER_UG_G_DRY,SODIUM_ADSORPTION_RATIO_SAR_MEQ_L,SODIUM_UG_G_DRY,STRONTIUM_UG_G_DRY,SULFUR__%,THALLIUM_UG_G_DRY,TITANIUM_UG_G_DRY,URANIUM_UG_G_DRY,VANADIUM_UG_G_DRY,ZINC_UG_G_DRY,CONDUCTIVITY_MS_CM,PH_IN_DISTILLED_WATER_SOLUTION,SAMPLE_DATE
2008003,8605,8246,SOIL 0-5 CM,15110,0.40,4.1,55.5,0.6,0.220000,24800.00,0.5,21.0,5.5,14.0,19730,19,13670,407,0.06,0.40,9.9,5.9,0.25,1.02,2430,0.50,0.13,0.048,238,28,0.034,0.5,2880,2.1,36,48,0.30,6.70,26/06/1991
2008004,8606,8247,SOIL 0-5 CM,16930,0.20,10.2,61.4,0.6,0.160000,25800.00,0.5,25.0,7.8,17.0,20000,35,14150,661,0.08,0.05,13.7,12.0,0.25,0.90,2790,0.50,0.09,0.197,202,26,0.037,0.5,2570,1.4,33,65,0.32,7.05,26/06/1991
2008004,8606,8248,SOIL 0-5 CM,15580,0.30,9.3,57.3,0.5,0.200000,25700.00,0.5,20.0,6.0,17.0,20600,32,15210,512,0.07,0.05,11.2,10.5,0.28,0.89,2610,0.40,0.12,0.051,204,23,0.036,0.5,2570,1.7,33,59,0.33,6.65,26/06/1991
2008004,8606,8249,SOIL 0-5 CM,16600,0.20,14.2,59.1,0.5,0.210000,23800.00,0.5,22.0,6.6,17.0,20500,33,14620,577,0.08,0.05,11.9,10.6,0.27,0.81,2530,0.40,0.13,0.079,210,24,0.037,0.5,2660,1.6,33,56,0.29,6.45,26/06/1991
2008005,8607,8250,SOIL 0-5 CM,19130,0.12,2.8,74.3,0.7,0.240000,15320.00,0.5,30.0,9.3,13.0,24300,18,8210,725,0.05,0.05,14.3,10.6,0.21,0.81,2480,0.40,0.07,0.438,287,24,0.024,0.5,3560,1.6,50,71,0.32,7.15,26/06/1991
2008005,8607,8252,SOIL 0-5 CM,20200,0.30,3.2,74.1,0.6,0.290000,14090.00,0.5,24.0,7.9,12.0,24200,18,8110,557,0.05,0.05,12.8,20.9,0.21,0.72,2790,0.40,0.12,0.215,363,24,0.029,0.5,3350,2.0,43,65,0.37,6.80,26/06/1991
2008006,8608,8253,SOIL 0-5 CM,34000,0.05,4.2,131.0,1.2,0.200000,15680.00,0.5,35.0,16.7,26.0,37000,35,9360,1211,0.05,0.05,24.3,6.7,0.22,0.73,5630,0.60,0.31,0.230,101,39,0.078,0.5,5150,1.1,46,94,0.41,7.05,17/07/1991
2008006,8608,8254,SOIL 0-5 CM,35200,0.05,4.0,133.0,1.2,0.190000,19220.00,0.5,36.0,15.3,29.0,34300,33,9960,1159,0.04,0.05,24.4,5.7,0.23,0.75,7000,0.50,0.34,0.260,119,40,0.074,0.5,4800,1.1,51,92,0.36,7.15,17/07/1991
2008006,8608,8255,SOIL 0-5 CM,38000,0.05,4.6,136.0,1.2,0.250000,11480.00,0.5,37.0,17.2,37.0,36800,38,8960,1319,0.05,0.05,23.9,7.3,0.21,0.74,6720,0.60,0.27,0.300,105,36,0.085,0.5,5160,1.0,53,100,0.46,6.95,17/07/1991
2008007,8385,8256,SOIL 0-5 CM,7870,0.30,1.7,24.2,0.3,0.140000,16080.00,0.5,11.0,3.9,8.0,14240,11,4230,400,0.03,0.14,5.5,29.2,0.17,0.64,918,0.11,0.11,0.159,176,26,0.052,0.5,3120,0.6,23,33,0.26,7.20,19/07/1991
2008007,8385,8257,SOIL 0-5 CM,8050,0.20,2.3,25.3,0.3,0.130000,16420.00,0.5,12.0,3.9,8.0,13950,13,4320,408,0.04,0.05,5.6,37.9,0.19,0.74,1132,0.05,0.05,0.188,192,25,0.046,0.5,3340,0.7,23,36,0.37,7.05,19/07/1991
2008007,8385,8258,SOIL 0-5 CM,7920,0.10,1.8,24.1,0.3,0.110000,16860.00,0.5,11.0,3.8,7.0,13980,13,4320,392,0.03,0.05,5.5,26.5,0.20,0.65,995,0.12,0.12,0.210,188,27,0.054,1.2,2950,0.7,23,35,0.32,7.15,19/07/1991
2008008,8386,8259,SOIL 0-5 CM,10960,0.40,2.5,31.1,0.3,0.160000,4870.00,0.5,12.0,3.5,8.0,11790,24,1783,136,0.05,0.05,5.3,7.4,0.22,0.71,1492,0.30,0.11,0.780,134,17,0.063,0.5,2680,0.7,20,42,0.33,6.75,19/07/1991
2008008,8386,8260,SOIL 0-5 CM,9960,0.05,2.4,31.0,0.3,0.190000,4360.00,0.5,11.0,3.4,8.0,11470,22,1694,128,0.05,0.05,4.8,5.3,0.23,0.72,1420,0.30,0.06,0.680,131,15,0.065,0.5,2640,0.7,20,41,0.33,6.65,19/07/1991
2008008,8386,8261,SOIL 0-5 CM,10500,0.20,3.4,29.7,0.3,0.140000,3940.00,0.5,11.0,3.5,7.0,11590,24,1600,138,0.05,0.05,5.0,5.5,0.23,0.71,1350,0.09,0.17,0.630,120,13,0.073,0.5,2610,0.7,20,40,0.24,6.25,19/07/1991
2008009,8609,8262,SOIL 0-5 CM,32200,0.12,4.5,129.0,1.1,0.220000,7690.00,0.5,37.0,13.8,19.0,34900,30,7680,849,0.06,0.05,21.1,5.8,0.41,0.79,7060,0.40,0.21,0.220,128,48,0.094,0.5,4010,1.2,52,91,0.41,6.80,18/07/1991
2008009,8609,8263,SOIL 0-5 CM,29400,0.20,5.5,119.0,1.0,0.280000,7890.00,0.5,35.0,12.8,17.0,33900,30,7200,812,0.06,0.05,20.0,6.3,0.52,0.90,6660,0.40,0.20,0.186,116,47,0.099,0.5,3890,1.2,49,93,0.30,6.65,18/07/1991
2008009,8609,8264,SOIL 0-5 CM,28200,0.05,4.7,116.0,1.0,0.210000,7990.00,0.5,31.0,11.2,17.0,32100,28,6870,742,0.06,0.05,17.4,5.5,0.44,0.78,6220,0.40,0.20,0.200,117,43,0.089,0.5,4020,1.1,46,80,0.26,6.65,18/07/1991
2008010,8610,8265,SOIL 0-5 CM,10700,0.60,3.6,34.6,0.4,0.210000,2260.00,0.5,14.0,5.5,25.0,16600,22,2670,740,0.03,0.05,9.8,8.2,0.14,0.69,2210,0.11,0.06,0.182,83,10,0.050,0.5,2800,0.8,23,57,0.11,6.20,18/07/1991
2008010,8610,8266,SOIL 0-5 CM,10600,0.30,4.9,38.8,0.4,0.220000,2570.00,0.5,14.0,5.6,26.0,17100,22,2790,762,0.02,0.05,9.7,8.8,0.13,0.67,2490,0.05,0.12,0.147,107,12,0.036,0.5,2640,0.7,24,56,0.12,6.00,18/07/1991
2008010,8610,8267,SOIL 0-5 CM,10800,0.08,5.2,37.6,0.4,0.200000,2230.00,0.5,13.0,5.5,26.0,16300,24,2650,730,0.03,0.05,9.6,12.4,0.13,0.70,2100,0.05,0.08,0.164,88,11,0.034,0.5,2760,0.8,23,59,0.11,5.90,18/07/1991
2008011,8611,8268,SOIL 0-5 CM,30000,0.05,7.0,161.0,1.2,0.690000,7360.00,0.5,31.0,19.2,18.0,29400,44,7390,2710,0.10,0.05,21.6,34.3,0.33,0.85,5080,0.60,0.24,0.250,77,35,0.082,0.5,5030,1.2,45,116,0.23,6.10,18/07/1991
2008011,8611,8269,SOIL 0-5 CM,28900,0.05,7.7,164.0,1.1,0.780000,6690.00,0.5,30.0,16.9,18.0,28600,40,7580,2570,0.13,0.05,23.3,19.2,0.33,0.92,5060,0.50,0.23,0.280,79,31,0.082,0.5,5370,1.3,4,114,0.20,5.85,18/07/1991
2008011,8611,8270,SOIL 0-5 CM,31900,0.08,7.5,182.0,1.3,0.890000,7360.00,0.5,36.0,20.8,18.0,31200,46,8010,3190,0.14,0.20,26.2,24.4,0.37,0.97,5230,0.30,0.25,0.270,3,34,0.065,0.5,4940,1.3,47,134,0.23,6.05,18/07/1991
2008012,8612,8271,SOIL 0-5 CM,10600,0.12,2.3,35.6,0.3,0.210000,2670.00,0.5,14.0,4.5,5.0,15700,16,1788,371,0.06,0.05,6.4,6.2,0.14,0.40,906,0.30,0.06,0.230,99,10,0.046,0.5,3900,0.7,26,45,0.99,5.75,19/07/1991
2008012,8612,8273,SOIL 0-5 CM,10400,0.05,2.8,31.5,0.2,0.180000,2200.00,0.5,12.0,4.1,5.0,15400,17,1572,306,0.07,0.05,5.6,4.5,0.14,0.37,746,0.20,0.17,0.230,90,9,0.052,0.5,3560,0.6,23,43,0.88,5.40,19/07/1991
2008013,8613,8274,SOIL 0-5 CM,13140,0.05,3.0,83.0,0.5,0.580000,10560.00,0.5,18.0,5.9,15.0,21100,33,5050,1651,0.10,0.05,9.5,12.4,0.35,1.02,1581,0.30,0.21,0.086,112,16,0.045,0.5,3260,0.6,32,121,0.18,6.65,31/07/1991
2008013,8613,8275,SOIL 0-5 CM,14430,0.10,3.5,102.0,0.6,0.640000,10010.00,0.5,18.0,6.1,15.0,21700,36,4300,2120,0.12,0.05,10.0,9.5,0.30,0.91,1692,0.40,0.20,0.090,114,17,0.055,0.5,3010,0.7,31,130,0.17,6.55,31/07/1991
2008013,8613,8276,SOIL 0-5 CM,12360,0.05,3.1,81.6,0.5,0.610000,26200.00,0.5,18.0,5.5,17.0,21300,30,9820,1709,0.09,0.05,9.7,11.1,0.29,0.94,1817,0.30,0.22,0.083,133,27,0.052,0.5,3690,0.8,32,115,0.20,6.95,31/07/1991
2008014,8614,8277,SOIL 0-5 CM,17290,0.40,9.0,67.0,0.4,0.360000,1286.00,0.5,18.0,5.2,25.0,20300,62,1764,932,0.24,0.70,49.4,28.6,0.40,1.42,1101,2.00,0.27,0.187,41,8,0.098,0.5,3720,0.7,28,107,0.21,3.85,18/07/1991
2008014,8614,8278,SOIL 0-5 CM,16790,0.12,7.0,84.3,0.4,0.460000,1532.00,0.5,19.0,6.0,25.0,18160,70,2020,1094,0.25,0.60,49.3,30.5,0.43,1.42,1422,1.60,0.27,0.200,46,9,0.101,0.5,3920,0.8,29,132,0.23,3.95,18/07/1991
2008014,8614,8279,SOIL 0-5 CM,19860,0.05,4.6,88.9,0.5,0.420000,1429.00,0.5,24.0,7.1,25.0,21300,59,2640,1112,0.23,0.50,45.9,28.9,0.38,1.44,1935,1.00,0.27,0.151,68,10,0.068,0.5,4150,0.7,36,133,0.22,3.90,18/07/1991
2008015,8616,8280,SOIL 0-5 CM,15260,0.05,5.4,78.6,0.5,0.660000,37600.00,0.5,18.0,6.3,28.0,23700,47,15590,1245,0.12,0.08,10.6,7.7,0.52,0.97,2400,0.60,0.02,0.043,150,36,0.029,0.8,2590,0.7,28,120,0.31,7.10,01/07/1991
2008015,8616,8281,SOIL 0-5 CM,16490,0.10,4.9,68.9,0.5,0.420000,29600.00,0.5,20.0,6.5,22.0,25700,41,11270,646,0.09,0.05,10.7,6.1,0.52,0.97,1975,0.40,0.02,0.034,190,33,0.040,0.5,2980,0.6,33,104,0.25,7.15,01/07/1991
2008015,8616,8282,SOIL 0-5 CM,14600,0.08,15.2,77.3,0.5,0.620000,40500.00,0.5,18.0,6.3,28.0,23900,51,15160,1092,0.12,0.05,11.8,12.9,0.63,0.95,2280,1.00,0.09,0.045,131,40,0.048,0.5,2420,0.8,27,128,0.32,7.20,01/07/1991
2008016,8617,8283,SOIL 0-5 CM,10390,0.08,5.3,33.3,0.4,0.260000,7550.00,0.5,15.0,4.7,7.0,16040,32,3230,416,0.05,0.05,6.4,6.6,0.24,0.51,877,0.50,0.13,0.340,175,13,0.036,0.5,3790,0.7,29,64,0.25,6.80,31/07/1991
2008016,8617,8284,SOIL 0-5 CM,9270,0.30,5.1,30.9,0.4,0.300000,7330.00,0.5,13.0,4.2,7.0,14920,33,3000,377,0.06,0.07,6.3,5.0,0.21,0.49,753,0.50,0.09,0.390,158,12,0.027,0.5,3240,0.5,25,60,0.20,7.15,31/07/1991
2008016,8617,8285,SOIL 0-5 CM,10140,0.40,5.7,34.2,0.4,0.280000,8230.00,0.5,14.0,4.3,8.0,16140,31,3410,410,0.05,0.05,6.3,5.6,0.24,0.51,822,0.60,0.09,0.430,166,13,0.030,0.5,3190,0.8,27,63,0.24,7.15,31/07/1991
2008017,8387,6052,SOIL 0-5 CM,15710,0.12,3.2,58.0,0.5,0.380000,11940.00,0.5,21.0,6.4,13.0,20800,21,6710,598,0.08,0.05,9.8,6.2,0.24,0.67,1579,0.40,0.02,0.041,181,17,0.038,0.5,3330,0.8,34,53,0.18,6.95,26/06/1991
2008017,8387,6053,SOIL 0-5 CM,15650,0.18,2.6,55.4,0.5,0.330000,8420.00,0.5,20.0,6.1,11.0,20900,22,4200,585,0.08,0.15,9.3,6.8,0.26,0.60,1463,0.40,0.02,0.035,168,16,0.034,0.5,3320,0.7,34,56,0.17,6.85,26/06/1991
2008017,8387,6054,SOIL 0-5 CM,14920,0.05,2.8,50.1,0.5,0.350000,9040.00,0.5,20.0,5.9,9.0,20200,20,4280,571,0.07,0.05,8.7,6.6,0.28,0.60,1192,0.40,0.02,0.035,146,14,0.043,0.6,3340,0.7,33,58,0.15,6.85,26/06/1991
2008018,8618,8289,SOIL 0-5 CM,12060,0.05,2.5,52.2,0.4,0.230000,20700.00,0.5,17.0,5.5,13.0,19170,32,6690,568,0.08,0.05,8.6,6.3,0.24,0.77,1988,0.30,0.18,0.126,162,26,0.035,0.5,3150,0.7,30,58,0.33,6.70,29/07/1991
2008018,8618,8290,SOIL 0-5 CM,11790,0.40,2.5,47.8,0.4,0.230000,20000.00,0.5,16.0,5.2,13.0,17720,30,6580,547,0.07,0.05,8.4,3.7,0.23,0.72,1884,0.30,0.15,0.098,141,27,0.040,0.5,3210,0.8,27,56,0.30,6.80,29/07/1991
2008018,8618,8291,SOIL 0-5 CM,11430,0.05,2.2,50.3,0.4,0.230000,18920.00,0.5,16.0,5.3,13.0,16860,34,6560,526,0.09,0.05,8.7,6.9,0.25,0.76,1788,0.20,0.27,0.093,132,26,0.045,0.5,3380,0.8,27,59,0.30,6.90,29/07/1991
2008019,8619,8292,SOIL 0-5 CM,9110,0.05,2.9,50.3,0.4,0.320000,5120.00,0.5,16.0,4.4,11.0,18200,51,2110,578,0.06,0.05,7.2,24.9,0.28,0.66,690,0.40,0.36,0.088,86,16,0.051,0.5,4020,0.6,32,82,0.22,6.35,29/07/1991
2008019,8619,8294,SOIL 0-5 CM,9850,0.10,3.1,58.5,0.4,0.370000,5670.00,0.5,17.0,5.0,12.0,20300,55,2410,641,0.06,0.05,7.3,18.7,0.28,0.67,798,0.40,0.18,0.045,112,18,0.058,0.5,4570,0.6,38,88,0.18,6.50,29/07/1991
2008020,8620,8295,SOIL 0-5 CM,14720,0.10,17.0,58.4,0.6,0.590000,37300.00,0.5,21.0,6.0,15.0,20800,44,22000,742,0.09,0.30,10.4,17.8,0.37,0.88,2360,0.80,0.21,0.047,156,21,0.035,0.5,2790,1.0,31,161,0.30,7.25,31/07/1991
2008020,8620,8296,SOIL 0-5 CM,14090,0.05,10.1,56.3,0.6,0.590000,39600.00,0.5,20.0,5.7,15.0,19020,42,23100,756,0.10,0.11,9.8,19.1,0.38,0.97,2160,0.60,0.17,0.050,144,22,0.043,0.5,2990,1.0,29,147,0.32,7.25,31/07/1991
2008020,8620,8297,SOIL 0-5 CM,15320,0.05,13.2,59.9,0.6,0.570000,39300.00,0.5,22.0,6.1,16.0,21000,43,22800,762,0.10,0.30,10.2,20.8,0.33,0.91,2700,0.70,0.17,0.053,207,25,0.024,0.5,3120,1.1,33,148,0.29,7.25,31/07/1991
2008021,8388,8298,SOIL 0-5 CM,11400,0.20,3.2,66.6,0.4,0.430000,26200.00,0.5,24.0,5.7,22.0,17890,51,13000,456,0.11,0.60,7.8,19.2,0.21,1.00,2370,0.40,0.32,0.169,126,27,0.075,0.5,3150,0.9,24,124,0.24,6.70,16/07/1991
2008021,8388,8299,SOIL 0-5 CM,11010,0.05,4.4,74.3,0.5,0.470000,26500.00,0.5,24.0,5.9,24.0,18600,57,12670,488,0.11,0.50,7.6,19.6,0.21,1.11,2380,0.50,0.30,0.188,125,26,0.077,0.5,3310,0.9,24,131,0.26,7.05,16/07/1991
2008021,8388,8300,SOIL 0-5 CM,12080,0.10,4.7,78.6,0.5,0.490000,24600.00,0.5,25.0,6.2,25.0,19700,54,12370,490,0.14,0.50,7.6,24.7,0.20,1.23,2730,0.40,0.37,0.230,127,28,0.075,0.8,3410,0.9,25,136,0.29,7.05,16/07/1991
2008022,8389,8301,SOIL 0-5 CM,18850,0.20,7.7,89.3,0.7,0.390000,45200.00,0.5,32.0,9.3,30.0,26800,63,15840,741,0.22,0.60,29.6,16.5,0.32,1.14,5180,0.50,0.34,0.167,187,58,0.116,0.5,4020,1.1,32,104,0.30,7.10,17/07/1991
2008022,8389,8302,SOIL 0-5 CM,17760,0.05,8.3,87.7,0.8,0.360000,38700.00,0.5,33.0,10.1,35.0,29100,59,13980,753,0.23,0.50,30.6,16.3,0.31,1.20,4560,0.60,0.33,0.210,167,53,0.100,0.6,3910,1.1,32,107,0.33,7.15,17/07/1991
2008022,8389,8303,SOIL 0-5 CM,18480,0.05,8.2,83.9,0.7,0.340000,50900.00,0.5,34.0,9.9,33.0,27200,61,17340,783,0.24,0.80,29.7,16.6,0.32,1.17,5250,0.50,0.32,0.210,193,51,0.100,0.5,3780,1.1,32,99,0.32,7.15,17/07/1991
2008023,8390,8304,SOIL 0-5 CM,19700,0.05,7.3,101.0,0.8,0.320000,8290.00,0.5,25.0,18.6,95.0,25800,37,6240,504,0.07,0.07,656.0,5.1,0.30,0.81,3410,1.70,0.41,0.168,84,20,0.077,0.5,3860,0.9,29,104,0.26,7.10,17/07/1991
2008023,8390,8305,SOIL 0-5 CM,21400,0.05,7.4,105.0,0.9,0.310000,8430.00,0.5,26.0,18.3,97.0,26500,38,6250,477,0.08,0.13,728.0,5.8,0.29,0.79,3920,2.00,0.39,0.184,96,21,0.082,0.5,3630,0.9,32,104,0.28,7.00,17/07/1991
2008023,8390,8306,SOIL 0-5 CM,22200,0.12,7.2,109.0,0.9,0.330000,10470.00,0.5,27.0,20.4,102.0,26800,41,6710,536,0.09,0.10,734.0,4.9,0.30,0.81,4390,1.80,0.41,0.186,111,24,0.076,0.5,3670,0.9,33,107,0.28,7.05,17/07/1991
2008024,8621,8307,SOIL 0-5 CM,11500,0.15,2.8,43.7,0.4,0.260000,18430.00,0.5,17.0,5.1,11.0,20000,21,8360,659,0.02,0.05,7.8,1.7,0.19,0.77,1416,0.15,0.19,0.097,123,20,0.040,0.5,3850,0.8,32,77,0.26,6.70,29/07/1991
2008024,8621,8308,SOIL 0-5 CM,11450,0.05,2.6,45.3,0.4,0.260000,20400.00,0.5,18.0,5.2,11.0,19780,22,9110,674,0.04,0.05,7.6,1.2,0.19,0.78,1562,0.13,0.20,0.109,140,22,0.040,0.5,3820,0.8,33,77,0.21,6.85,29/07/1991
2008024,8621,8309,SOIL 0-5 CM,11250,0.05,2.9,43.7,0.4,0.290000,20400.00,0.5,17.0,5.0,12.0,19840,22,9130,663,0.03,0.13,7.6,1.6,0.21,0.80,1544,0.17,0.19,0.064,139,20,0.046,0.5,3710,0.8,32,80,0.22,6.90,29/07/1991
2008025,8391,8310,SOIL 0-5 CM,9900,0.20,9.6,36.0,0.4,0.340000,1364.00,0.5,22.0,5.5,25.0,21000,81,2000,516,0.11,0.30,10.3,11.4,0.10,0.90,1159,0.40,0.18,0.086,63,9,0.054,0.5,4180,1.1,32,116,0.10,4.80,16/07/1991
2008025,8391,8311,SOIL 0-5 CM,10870,0.08,8.5,40.1,0.5,0.470000,1619.00,0.5,22.0,5.8,26.0,21800,96,2100,622,0.14,0.40,11.8,14.0,0.11,0.83,1259,0.30,0.17,0.230,69,9,0.051,0.5,3790,1.0,33,146,0.10,5.15,16/07/1991
2008025,8391,8312,SOIL 0-5 CM,10380,0.40,9.7,35.4,0.4,0.320000,1381.00,0.5,20.0,5.2,24.0,21900,81,2000,527,0.12,0.30,13.3,11.6,0.09,0.81,1202,0.12,0.16,0.210,69,9,0.049,0.5,3900,0.9,31,116,0.09,5.00,16/07/1991
2008026,8392,8313,SOIL 0-5 CM,3250,0.15,6.9,52.5,0.3,1.150000,20200.00,0.5,8.0,1.8,21.0,3810,53,3450,287,0.30,0.80,6.0,62.5,1.71,1.12,661,2.40,0.05,0.240,108,42,0.002,0.5,774,1.5,12,110,0.30,6.75,31/07/1991
2008026,8392,8314,SOIL 0-5 CM,3180,0.20,6.7,51.1,0.3,1.080000,19530.00,0.5,8.0,1.7,17.0,3720,57,3320,266,0.26,0.70,6.0,46.2,1.70,1.12,616,2.30,0.02,0.240,114,38,0.009,0.5,758,1.3,11,110,0.13,6.40,31/07/1991
2008027,8393,8316,SOIL 0-5 CM,21100,0.05,4.6,105.0,0.9,0.320000,6040.00,0.5,29.0,17.6,18.0,27300,50,6190,1012,0.10,0.05,25.0,9.8,0.24,0.51,4600,0.30,0.19,0.270,30,30,0.096,0.5,1130,1.0,35,97,0.13,6.30,16/07/1991
2008027,8393,8317,SOIL 0-5 CM,22200,0.20,9.8,109.0,0.8,0.340000,6530.00,0.5,29.0,17.1,18.0,27000,50,6260,976,0.11,0.05,23.8,10.1,0.25,0.51,4790,0.30,0.21,0.340,30,30,0.085,0.5,4820,1.0,35,92,0.14,6.55,16/07/1991
2008027,8393,8318,SOIL 0-5 CM,21100,0.05,10.0,111.0,0.9,0.310000,6640.00,0.5,30.0,17.5,40.0,27900,50,6520,953,0.11,0.05,24.9,11.5,0.25,0.53,4690,0.05,0.21,0.270,31,31,0.085,0.6,5020,1.1,35,91,0.15,6.60,16/07/1991
3008001,8583,6001,SOIL 0-5 CM,14120,0.05,7.8,55.4,0.6,0.140000,7020.00,0.5,24.0,7.7,9.0,21400,20,2960,647,0.05,0.05,9.5,5.0,0.20,0.80,1033,0.20,0.02,0.196,298,21,0.031,0.5,3500,1.9,48,50,0.12,6.50,04/07/1991
3008001,8583,6002,SOIL 0-5 CM,12430,0.05,7.5,48.4,0.5,0.120000,5200.00,0.5,23.0,6.6,8.0,17240,18,2500,551,0.04,0.05,0.0,5.0,0.20,0.77,846,0.30,0.07,0.189,229,18,0.037,0.5,3670,1.7,44,44,0.12,6.30,04/07/1991
3008001,8583,6003,SOIL 0-5 CM,12430,0.05,7.5,48.4,0.5,0.120000,5200.00,0.5,23.0,6.6,8.0,17240,18,2500,551,0.04,0.05,0.0,5.0,0.20,0.77,846,0.30,0.07,0.189,229,18,0.037,0.5,3670,1.7,42,44,0.12,6.30,04/07/1991
3008002,8584,6004,SOIL 0-5 CM,11920,0.70,3.2,55.2,0.4,0.120000,37400.00,0.5,19.0,5.9,12.0,19060,14,5810,489,0.04,0.50,10.9,1.2,0.24,0.77,2250,0.20,0.10,0.082,353,58,0.047,0.5,2820,0.6,34,50,0.22,7.60,04/07/1991
3008002,8584,6005,SOIL 0-5 CM,12110,0.30,3.0,54.0,0.4,0.070000,40000.00,0.5,20.0,6.0,12.0,18850,14,5910,482,0.04,0.05,8.3,1.6,0.24,0.68,2260,0.20,0.11,0.063,381,58,0.047,0.5,3290,1.4,33,48,0.22,7.60,04/07/1991
3008002,8584,6006,SOIL 0-5 CM,11690,0.40,3.2,51.8,0.4,0.100000,41000.00,0.5,20.0,6.0,12.0,19320,14,5850,483,0.04,0.05,9.7,1.6,0.24,0.70,2200,0.20,0.11,0.074,362,59,0.048,0.5,3240,0.6,34,49,0.20,7.75,04/07/1991
3008003,8586,6007,SOIL 0-5 CM,17700,0.30,3.0,118.0,0.6,0.290000,8920.00,0.5,34.0,10.1,20.0,22700,20,6380,369,0.06,0.05,13.6,13.0,0.37,1.06,2760,0.60,0.08,0.196,623,36,0.045,0.5,3110,1.8,47,72,0.18,6.10,04/07/1991
3008003,8586,6008,SOIL 0-5 CM,17860,0.12,2.4,120.0,0.7,0.320000,9190.00,0.5,38.0,10.7,22.0,23600,21,6600,411,0.05,0.10,17.1,6.1,0.40,1.05,3050,0.60,0.08,0.194,610,39,0.055,0.5,2650,1.4,48,80,0.16,6.30,03/07/1991
3008003,8586,6009,SOIL 0-5 CM,17580,0.40,2.8,114.0,0.7,0.280000,8740.00,0.5,36.0,10.6,19.0,23700,21,6410,407,0.05,0.10,16.1,14.0,0.37,1.06,2960,0.40,0.08,0.211,605,37,0.054,0.5,2600,1.4,48,78,0.19,6.25,03/07/1991
3008004,8587,6019,SOIL 0-5 CM,13660,0.05,1.6,99.1,0.4,0.220000,6060.00,0.5,22.0,8.2,12.0,22400,27,6420,484,0.05,0.15,9.7,14.0,0.18,0.98,1442,0.30,0.19,0.220,431,27,0.055,0.5,3740,1.0,42,75,0.17,5.30,18/07/1991
3008004,8587,6020,SOIL 0-5 CM,13710,0.05,1.5,105.0,0.5,0.290000,6150.00,0.5,22.0,8.2,12.0,23500,23,6590,475,0.05,0.18,9.5,16.5,0.19,0.98,1365,0.30,0.19,0.220,438,29,0.059,0.8,3820,1.1,42,73,0.17,5.30,18/07/1991
3008004,8587,6021,SOIL 0-5 CM,13290,0.05,1.1,104.0,0.5,0.290000,5610.00,0.5,23.0,8.5,12.0,22300,25,6320,522,0.05,0.50,10.1,12.2,0.23,0.93,1379,0.30,0.19,0.270,371,27,0.062,0.5,3740,0.8,41,75,0.16,5.30,18/07/1991
3008005,8588,6010,SOIL 0-5 CM,16790,0.20,1.6,58.5,0.5,0.190000,17200.00,0.5,21.0,6.4,8.0,24700,17,3890,519,0.04,0.05,7.5,6.7,0.23,1.19,2090,0.30,0.17,0.230,237,32,0.056,0.5,3890,0.7,36,53,0.21,6.90,17/07/1991
3008005,8588,6011,SOIL 0-5 CM,15970,0.05,1.6,59.1,0.5,0.150000,14280.00,0.5,20.0,6.0,8.0,24400,16,3670,519,0.04,0.05,7.6,6.5,0.21,1.23,1762,0.30,0.15,0.183,180,28,0.054,0.5,4320,1.1,35,53,0.18,7.10,17/07/1991
3008005,8588,6012,SOIL 0-5 CM,15650,0.10,1.6,58.9,0.5,0.160000,14490.00,0.5,19.0,6.1,8.0,23300,17,3660,513,0.04,0.05,7.8,6.3,0.21,1.23,1688,0.30,0.20,0.161,165,28,0.057,1.0,4080,0.7,34,54,0.21,7.10,17/07/1991
3008006,8377,6025,SOIL 0-5 CM,13340,0.08,15.0,67.8,0.5,0.200000,6440.00,0.5,23.0,7.6,9.0,20500,76,3740,426,0.05,0.05,9.5,9.7,0.17,0.95,2290,0.20,0.04,0.056,233,17,0.030,0.5,762,0.7,34,52,0.24,6.30,31/07/1991
3008006,8377,6026,SOIL 0-5 CM,13430,0.05,37.0,69.8,0.5,0.220000,6890.00,0.5,22.0,7.4,10.0,20300,70,3860,405,0.04,0.10,9.1,12.0,0.21,0.92,2510,0.40,0.02,0.044,240,17,0.038,0.5,3550,1.0,33,53,0.25,6.65,31/07/1991
